0125::2016浙江省第五届“宁工检测杯”大学生力学竞赛::理科	力学	浙江省教育厅	省级	组队赛	5539	免费
0126::2016年“ 第二届上海市大学生力学竞赛 ” 上海大学报名通知::理科	力学	上海市力学学会	市级	个人赛	4665	免费
0127::2016年湖南大学第十四届大学生力学竞赛::理科	力学	湖南大学教务处	校级	组队赛	3502	免费
0128::第二届上海大学力学竞赛::理科	力学	上海大学教务处 上海大学理学院力学系	校级	组队赛	5016	免费
0129::湘潭大学2016年大学生力学竞赛暨第十二届“湖南省大学生力学竞赛”选拔赛::理科	力学	湘潭大学教务处	校级	组队赛	1839	免费
0130::西南交通大学第八届“力学创新实验”大赛::理科	力学	西南交通大学资产与实验室管理处 西南交通大学教务处 西南交通大学研究生院 西南交通大学学生处 西南交通大学人事处 西南交通大学团委联合组织 西南交通大学力学与工程学院	校级	组队赛	1628	免费
0131::第五届中国矿业大学力学竞赛::理科	力学	中国矿业大学团委 力建学院团委  	校级	组队赛	8789	免费
0132::2015年中南地区大学生“结构力学”竞赛 ::理科	力学	华南理工大学 广东省力学学会	省级	组队赛	13177	免费
0133::西南交通大学第七届“力学创新实验”大赛—风车的设计与制作::理科	力学	西南交通大学校实验室及设备管理处、科技处、教务处、学生处、校团委、力学与工程学院	校级	组队赛	2654	免费
0134::2015年第十届“周培源”全国大学生力学竞赛::理科	力学	教育部高等教育司 中国力学学会 周培源基金会	国家级	组队赛	29635	免费
0135::兰州交通大学第四届力学竞赛暨第十届全国周培源大学生力学竞赛选拔赛::理科	力学	土木工程学院大学生科技创新中心	校级	None	None		收费
0136::东南大学第八届力学竞赛暨第十届全国周培源大学生力学竞赛选拔赛::理科	力学	东南大学教务处 东南大学力学竞赛组委会	校级	组队赛	2315	免费
0137::第十届全国周培源力学竞赛中国矿业大学校内选拔赛::理科	力学	中国矿业大学教务部	校级	组队赛	19899	免费
0138::2014年四川省第六届孙训方大学生力学竞赛::理科	力学	四川省教育厅	省级	组队赛	7956	免费
0139::第五届四川省孙训方大学生力学竞赛四川大学选拔赛::理科	力学	 四川大学力学竞赛组委会	校级	组队赛	3112	免费
0140::2014年上海市大学生力学竞赛::理科	力学	上海市力学学会 上海应用技术学院	省级	组队赛	6560	免费
0141::2014年吉首大学力学竞赛暨湖南省大学生力学竞赛选拔赛::理科	力学	教务处	校级	组队赛	2320	免费
0142::2014年吉首大学力学竞赛暨湖南省大学生力学竞赛选拔赛::理科	力学	吉首大学教务处	校级	组队赛	1715	免费
0143::首届全国大学生国防、军工知识竞赛暨全国大学生国防军工文化创意大赛【及格即可获得证书】::文体	电子竞技	中国和平利用军工技术协会	国家级	组队赛	87663	免费
0144::香港当代设计奖暨香港美术设计双年展::文体	电子竞技	香港艺术发展局 香港美术设计协会	国家级	组队赛	61849	免费
0145::2018腾讯NEXT IDEA高校游戏创意制作大赛::文体	电子竞技	腾讯游戏学院	自由	组队赛	4144	免费
0146::2018网易游戏高校MINI-GAME挑战赛::文体	电子竞技	网易游戏学院	自由	组队赛	6601	免费
0147::中国机器人及人工智能创新大赛::文体	电子竞技	中国人工智能学会 教育部高等学校计算机基础课程教学指导委员会	国家级	组队赛	14437	免费
0148::2017百科校园行第十届全国大学生百科编辑大赛::文体	电子竞技	互动百科	校级	个人赛	9708	免费
0149::腾讯NEXT IDEA高校游戏创意制作大赛::文体	电子竞技	腾讯游戏学院	自由	组队赛	7897	免费
0150::百绘罗衣丨阴阳师式神皮肤设计大赛::文体	电子竞技	网易阴阳师手游	自由	组队赛	4940	免费
0151::MSI MGA 2016全球电竞大赛::文体	电子竞技	MSI微星科技	自由	组队赛	3258	免费
0152::烟台首届“业达智汇谷”创新创业大赛::文体	电子竞技	山东省人力资源和社会保障厅 山东省人力资源和社会保障厅	市级	组队赛	2478	免费
0153::首届全国大学生国防、军工知识竞赛暨全国大学生国防军工文化创意大赛【及格即可获得证书】::文体	电子竞技	中国和平利用军工技术协会	国家级	组队赛	87679	免费
0154::香港当代设计奖暨香港美术设计双年展::文体	电子竞技	香港艺术发展局 香港美术设计协会	国家级	组队赛	61857	免费
0155::2018腾讯NEXT IDEA高校游戏创意制作大赛::文体	电子竞技	腾讯游戏学院	自由	组队赛	4145	免费
0156::2018网易游戏高校MINI-GAME挑战赛::文体	电子竞技	网易游戏学院	自由	组队赛	6602	免费
0157::中国机器人及人工智能创新大赛::文体	电子竞技	中国人工智能学会 教育部高等学校计算机基础课程教学指导委员会	国家级	组队赛	14440	免费
0158::2017百科校园行第十届全国大学生百科编辑大赛::文体	电子竞技	互动百科	校级	个人赛	9709	免费
0159::腾讯NEXT IDEA高校游戏创意制作大赛::文体	电子竞技	腾讯游戏学院	自由	组队赛	7898	免费
0160::百绘罗衣丨阴阳师式神皮肤设计大赛::文体	电子竞技	网易阴阳师手游	自由	组队赛	4941	免费
0161::MSI MGA 2016全球电竞大赛::文体	电子竞技	MSI微星科技	自由	组队赛	3259	免费
0162::烟台首届“业达智汇谷”创新创业大赛::文体	电子竞技	山东省人力资源和社会保障厅 山东省人力资源和社会保障厅	市级	组队赛	2479	免费
0163::“5秒杯”HTML5游戏原创大赛::文体	电子竞技	中国电信“爱游戏”、5秒轻游戏	国际级	组队赛	5457	免费
0164::2015年WEG世界电子竞技大赛::文体	电子竞技	WEG	国际级	组队赛	6026	免费
0165::2015年NESO全国电子竞技公开赛::文体	电子竞技	国家体育总局	国家级	组队赛	7723	免费
0166::2015年ESWC电子竞技世界杯::文体	电子竞技	ESWC	国际级	组队赛	7315	免费
0167::2015创联赛第二赛季::文体	电子竞技	上海蓝游传媒有限公司	国家级	组队赛	4657	免费
0168::2015年NEST全国电子竞技大赛::文体	电子竞技	国家体育总局	国家级	组队赛	5366	免费
0169::2015年WC3L世界魔兽争霸电子竞技俱乐部联赛::文体	电子竞技	WC3L	国际级	组队赛	18102	免费
0170::2014年英特尔首届iNB游戏联盟/全国城市联赛::文体	电子竞技		国家级	组队赛	4997	免费
0171::火星探索计划——火星车设计大赛::工科	航空航天	中国科学技术馆 中国高科技产业化研究会科普教育展览中心	自由	个人赛	8083	免费
0172::第五届中国矿业大学“以水为火，一飞冲天”----水火箭比赛::工科	航空航天	共青团中国矿业大学委员会 中国矿业大学大学生科学技术协会	校级	组队赛	12419		收费
0173::2019中国智能船艇挑战赛“海上争锋”::工科	航空航天	中国造船工程学会 上海交通大学 中国船级社 中国海洋学会 中国航海学会 中国人工智能学会 山东省日照市人民政府	国家级	组队赛	4387	免费
0174::第四届中国矿业大学“以水为火，一飞冲天”----水火箭比赛::工科	航空航天	共青团中国矿业大学委员会 中国矿业大学大学生科学技术协会	校级	组队赛	16973		收费
0175::第一届“联合杯”大学生先进飞行器总体设计竞赛::工科	航空航天	教育部航空航天类专业教学指导委员会	自由	组队赛	7326	免费
